CATEGORY,COURSE CODE2,COURSE TITLE,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v
Law,TR020,Law and Political Science,602,,,,601,*,613,8,Trinity College Dublin,,,
Humanities (except languages),TR021,"Classics, Ancient History and Archaeology",370,,,,370,,434,8,Trinity College Dublin,,,
Languages,TR022,Early and Modern Irish,398,,,,398,,451,8,Trinity College Dublin,,,
Languages,TR023,English Studies,487,,476,,474,,511,8,Trinity College Dublin,,,
Humanities (except languages),TR024,European Studies,544,,542,,530,,566,8,Trinity College Dublin,,,
Arts,TR025,Drama and Theatre Studies,564,,530,,530,,581,8,Trinity College Dublin,#,,
Humanities (except languages),TR028,Ancient and Medieval History and Culture,342,,,,342,,453,8,Trinity College Dublin,,,
Social and behavioural sciences,TR029,Political Science and Geography,526,,520,,510,,533,8,Trinity College Dublin,,,
Mathematics and statistics,TR031,Mathematics,531,,,,531,,589,8,Trinity College Dublin,,,
Engineering and engineering trades,TR032,Engineering,510,,509,*,508,,533,8,Trinity College Dublin,,,
Information and Communication Technologies (ICTs),TR033,Computer Science,509,,,,509,,545,8,Trinity College Dublin,,,
Business and administration,TR034,Management Science and Information Systems Studies,613,*,,,613,*,625,8,Trinity College Dublin,,,
Physical sciences,TR035,Theoretical Physics,543,,,,543,,601,8,Trinity College Dublin,,,
Engineering and engineering trades,TR038,Engineering with Management,532,,,,532,,556,8,Trinity College Dublin,,,
Information and Communication Technologies (ICTs),TR039,Computer Science and Language,454,,424,,424,,488,8,Trinity College Dublin,,,
Languages,TR040,Middle Eastern and European Languages and Cultures,466,,,,466,,521,8,Trinity College Dublin,,,
Humanities (except languages),TR041,Religion,368,,,,368,,418,8,Trinity College Dublin,,,
Arts,TR042,Film,489,,476,,466,,498,8,Trinity College Dublin,,,
Humanities (except languages),TR043,History of Art and Architecture,393,,354,,354,,474,8,Trinity College Dublin,,,
Health,TR051,Medicine (HPAT required),735,*,734,*,734,,745,8,Trinity College Dublin,#,,
Health,TR052,Dental Science,613,*,613,*,613,*,625,8,Trinity College Dublin,,,
Health,TR053,Physiotherapy,566,*,566,*,566,*,567,8,Trinity College Dublin,,,
Health,TR054,Occupational Therapy,533,,,,533,,554,8,Trinity College Dublin,,,
Health,TR055,Radiation Therapy,543,,,,543,,554,8,Trinity College Dublin,,,
Health,TR056,Human Health and Disease,565,,,,564,,578,8,Trinity College Dublin,,,
Biological and related sciences,TR060,Biological and Biomedical Sciences,543,*,543,,543,,566,8,Trinity College Dublin,,,
Physical sciences,TR061,Chemical Sciences,517,,510,,510,,532,8,Trinity College Dublin,,,
Physical sciences,TR062,Geography and Geoscience,473,,,,473,,499,8,Trinity College Dublin,,,
Physical sciences,TR063,Physical Sciences,498,*,498,,477,*,531,8,Trinity College Dublin,,,
Health,TR072,Pharmacy,590,,,,590,,613,8,Trinity College Dublin,,,
Business and administration,TR080,Global Business,589,*,,,589,*,601,8,Trinity College Dublin,,,
Social and behavioural sciences,TR081,"Business, Economic and Social Studies (BESS)",543,*,543,*,543,*,565,8,Trinity College Dublin,,,
Business and administration,TR082,Computer Science and Business,555,,,,555,,578,8,Trinity College Dublin,,,
Social and behavioural sciences,TR083,Sociology and Social Policy,498,,487,,478,,513,8,Trinity College Dublin,,,
Welfare,TR084,Social Studies (Social Work),462,*,,,462,*,495,8,Trinity College Dublin,,,
Business and administration,TR085,Business Studies and French,540,,531,,521,*,543,8,Trinity College Dublin,,,
Business and administration,TR086,Business Studies and German,509,,499,*,499,,518,8,Trinity College Dublin,,,
Business and administration,TR087,Business Studies and Russian,474,,465,,456,*,488,8,Trinity College Dublin,,,
Business and administration,TR089,Business Studies and Polish,444,,424,,424,,468,8,Trinity College Dublin,,,
Business and administration,TR090,Business Studies and Spanish,531,*,,,531,*,542,8,Trinity College Dublin,,,
Health,TR091,General Nursing (Meath and St James`s),429,,,,429,,455,8,Trinity College Dublin,,,
Health,TR093,General Nursing (Adelaide School of Nursing),430,,429,,414,,441,8,Trinity College Dublin,#,,
Health,TR095,Mental Health Nursing,408,,,,408,,430,8,Trinity College Dublin,,,
Health,TR097,Intellectual Disability Nursing,396,,,,378,,398,8,Trinity College Dublin,,,
Arts,TR111,Ancient History and Archaeology/Geography,352,,,,352,,429,8,Trinity College Dublin,,,
Arts,TR112,Ancient History and Archaeology/History,529,,,,529,,,8,Trinity College Dublin,,,
Arts,TR113,Ancient History and Archaeology/History of Art and Architecture,337,,,,337,,477,8,Trinity College Dublin,,,
Arts,TR114,Ancient History and Archaeology/Modern Language,337,,,,337,,420,8,Trinity College Dublin,,,
Arts,TR117,Ancient History and Archaeology/Religion,342,,,,342,,368,8,Trinity College Dublin,,,
Arts,TR166,Classical Civilisation/English Literature,498,*,496,,496,,523,8,Trinity College Dublin,,,
Arts,TR173,Classical Civilisation/History of Art and Architecture,335,,,,335,,466,8,Trinity College Dublin,,,
Arts,TR177,Classical Civilisation/Modern Language,335,,,,335,,536,8,Trinity College Dublin,,,
Arts,TR179,Classical Civilisation/Philosophy,499,,,,479,,518,8,Trinity College Dublin,,,
Arts,TR198,Economics/Geography,534,,,,534,,552,8,Trinity College Dublin,,,
Arts,TR202,Economics/History,534,,,,534,,566,8,Trinity College Dublin,,,
Arts,TR207,Economics/Mathematics,566,*,,,566,*,601,8,Trinity College Dublin,,,
Arts,TR208,Economics/Modern Language,534,,,,534,,578,8,Trinity College Dublin,,,
Arts,TR209,Economics/Philosophy,534,,,,534,,576,8,Trinity College Dublin,,,
Arts,TR212,Economics/Sociology,534,,,,534,,541,8,Trinity College Dublin,,,
Interdisciplinary programmes and qualifications involving arts and humanities,TR228,Classical Languages/English Literature,498,*,,,498,*,533,8,Trinity College Dublin,,,
Interdisciplinary programmes and qualifications involving arts and humanities,TR231,Classical Languages/History of Art and Architecture,349,,,,349,,444,8,Trinity College Dublin,,,
Interdisciplinary programmes and qualifications involving arts and humanities,TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",349,,,,349,,566,8,Trinity College Dublin,,,
Arts,TR239,Classical Languages/Modern Language,349,,,,349,,349,8,Trinity College Dublin,,,
Arts,TR262,English Literature/History,529,,,,529,,552,8,Trinity College Dublin,,,
Arts,TR263,English Literature/History of Art and Architecture,498,*,497,,497,,533,8,Trinity College Dublin,,,
Arts,TR269,English Literature/Philosophy,499,,,,495,,532,8,Trinity College Dublin,,,
Arts,TR272,English Literature/Sociology,498,*,,,498,*,519,8,Trinity College Dublin,,,
Arts,TR276,English Literature/Drama Studies,#498,,,,#476,,530,8,Trinity College Dublin,#,,
Arts,TR277,English Literature/Modern Language,498,*,495,,489,*,543,8,Trinity College Dublin,,,
Arts,TR311,Film/Drama Studies,#521,*,,,#521,*,557,8,Trinity College Dublin,#,,
Arts,TR312,Film/English Literature,521,*,,,521,*,541,8,Trinity College Dublin,,,
Arts,TR320,Film/Music,521,*,,,521,*,555,8,Trinity College Dublin,#,,
Arts,TR322,Geography/History,529,,,,529,,555,8,Trinity College Dublin,,,
Arts,TR323,Drama Studies/Modern Language,#473,,,,#473,,551,8,Trinity College Dublin,#,,
Arts,TR324,Film/Modern Language,521,*,,,521,*,544,8,Trinity College Dublin,,,
Arts,TR325,Film/History,529,,,,529,,625,8,Trinity College Dublin,,,
Arts,TR326,Geography/Modern Language,352,,,,352,,440,8,Trinity College Dublin,,,
Arts,TR332,Geography/Sociology,498,*,496,,496,,520,8,Trinity College Dublin,,,
Arts,TR443,History/History of Art and Architecture,529,,,,529,,532,8,Trinity College Dublin,,,
Arts,TR447,History/Modern Language,529,,,,529,,554,8,Trinity College Dublin,,,
Arts,TR449,History/Philosophy,529,,,,529,,543,8,Trinity College Dublin,,,
Arts,TR452,History/Sociology,529,,,,529,,534,8,Trinity College Dublin,,,
Arts,TR454,History/Religion,529,,,,529,,534,8,Trinity College Dublin,,,
Arts,TR455,History of Art and Architecture/Modern Language,334,,,,334,,454,8,Trinity College Dublin,,,
Arts,TR479,History of Art and Architecture/Philosophy,499,,,,485,,555,8,Trinity College Dublin,,,
Arts,TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",337,,,,337,,473,8,Trinity College Dublin,,,
Arts,TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",335,,,,335,,543,8,Trinity College Dublin,,,
Arts,TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",529,,,,529,,555,8,Trinity College Dublin,,,
Arts,TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",335,,,,335,,451,8,Trinity College Dublin,,,
Arts,TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,,,8,Trinity College Dublin,#,,
Arts,TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",342,,,,342,,,8,Trinity College Dublin,,,
Arts,TR597,Mathematics/Modern Language,566,*,,,566,*,625,8,Trinity College Dublin,,,
Arts,TR598,Mathematics/Music,566,*,,,566,*,,8,Trinity College Dublin,#,,
Arts,TR599,Mathematics/Philosophy,566,*,,,566,*,589,8,Trinity College Dublin,,,
Arts,TR629,Music/Philosophy,499,,,,499,,,8,Trinity College Dublin,#,,
Arts,TR635,Music/Drama Studies,#473,,,,#473,,487,8,Trinity College Dublin,#,,
Arts,TR636,Music/Modern Language,388,,,,388,,455,8,Trinity College Dublin,#,,
Arts,TR638,Music/Religion,388,,,,388,,440,8,Trinity College Dublin,#,,
Arts,TR639,Philosophy/Modern Language,499,,,,499,,613,8,Trinity College Dublin,,,
Arts,TR662,Philosophy/Sociology,499,,,,499,,531,8,Trinity College Dublin,,,
Arts,TR663,Religion/Classical Civilisation,342,,,,342,,591,8,Trinity College Dublin,,,
Arts,TR664,Religion/English Literature,498,*,,,498,*,565,8,Trinity College Dublin,,,
Arts,TR665,Religion/History of Art and Architecture,342,,,,342,,452,8,Trinity College Dublin,,,
Arts,TR666,Religion/Modern Language,,,,,,,,8,Trinity College Dublin,,,
Arts,TR667,French/Modern Language,403,,,,403,,478,8,Trinity College Dublin,,,
Arts,TR668,German/Modern Language,389,,,,389,,465,8,Trinity College Dublin,,,
Arts,TR669,Irish/Modern Language,368,,,,368,,473,8,Trinity College Dublin,,,
Arts,TR670,Italian/Modern Language,381,,,,381,,466,8,Trinity College Dublin,,,
Arts,TR671,Russian/Modern Language,332,,,,332,,494,8,Trinity College Dublin,,,
Arts,TR672,Spanish/Modern Language,336,,,,336,,488,8,Trinity College Dublin,,,
Arts,TR755,Sociology/Drama Studies,#498,,,,#498,,543,8,Trinity College Dublin,#,,
Arts,TR756,Sociology/Modern Language,498,,495,,495,,510,8,Trinity College Dublin,,,
Health,TR801,Dental Nursing,436,,419,,367,,455,7,Trinity College Dublin,,,
Health,TR802,Dental Hygiene,#543,,#511,,#498,,532,7,Trinity College Dublin,#,,
Health,TR803,Dental Technology,#531,,#486,,#359,,456,7,Trinity College Dublin,#,,
Health,TR911,Children`s and General Nursing (Integrated),511,,510,,499,*,521,8,Trinity College Dublin,,,
Health,TR913,Midwifery,478,,477,*,473,*,508,8,Trinity College Dublin,,,
Engineering and engineering trades,TU601,Electronic Engineering,232,,,,230,,326,6,Technological University Dublin,,avp,
Engineering and engineering trades,TU602,Computer Engineering,223,,,,223,,330,6,Technological University Dublin,,,
Engineering and engineering trades,TU603,Mechanical Engineering,197,,197,,197,,299,6,Technological University Dublin,,avp,
Personal services,TU641,Bar and Restaurant Management,223,,,,223,,356,6,Technological University Dublin,,,
Personal services,TU642,Culinary Arts,153,,,,153,,244,6,Technological University Dublin,,avp,
Personal services,TU643,Culinary Arts (Professional Cookery Practice),236,,,,236,,383,6,Technological University Dublin,,,
Personal services,TU644,Food Management and Entrepreneurship,223,,,,223,,456,6,Technological University Dublin,,,
Manufacturing and processing,TU645,Food Science and Management,241,,,,243,,390,6,Technological University Dublin,,,
Biological and related sciences,TU651,Applied Biology,205,,196,,196,,359,6,Technological University Dublin,,avp,
Information and Communication Technologies (ICTs),TU652,Computing,194,,,,194,,265,6,Technological University Dublin,,,
Information and Communication Technologies (ICTs),TU653,Computing (Information Technology),245,,,,245,,357,6,Technological University Dublin,,,
Health,TU654,Pharmacy Technician Studies,321,,,,321,,420,6,Technological University Dublin,,,
Information and Communication Technologies (ICTs),TU655,Computing (Networking Technologies) Learn and Work,410,,335,,335,,459,6,Technological University Dublin,#,avp,
Business and administration,TU671,Business,226,,,,228,,403,6,Technological University Dublin,,,
Business and administration,TU672,Business (Common entry),180,,179,,179,,274,6,Technological University Dublin,,avp,
Business and administration,TU673,Business Management,300,,,,300,,451,6,Technological University Dublin,,,
Business and administration,TU674,Business Studies,300,,,,306,,451,6,Technological University Dublin,,,
Business and administration,TU675,Marketing,301,,,,301,,412,6,Technological University Dublin,,,
Business and administration,TU676,Retail Management and Marketing,290,,,,290,,377,6,Technological University Dublin,,,
Engineering and engineering trades,TU701,Automation Engineering,260,,,,261,,368,7,Technological University Dublin,,,
Engineering and engineering trades,TU702,Biomedical Design,232,,232,,232,,351,7,Technological University Dublin,,avp,
Engineering and engineering trades,TU703,Building Engineering,260,,,,260,,359,7,Technological University Dublin,,,
Architecture and construction,TU704,Civil Engineering,262,,,,262,,361,7,Technological University Dublin,,,
Engineering and engineering trades,TU705,Electrical and Control Engineering,243,,,,243,,339,7,Technological University Dublin,,,
Engineering and engineering trades,TU706,Electrical Services Engineering,244,,,,244,,307,7,Technological University Dublin,,,
Engineering and engineering trades,TU707,Electronic Engineering,224,,224,,224,,361,7,Technological University Dublin,,avp,
Engineering and engineering trades,TU708,Engineering (Common Entry with Award options),225,,,,225,,360,7,Technological University Dublin,,,
Engineering and engineering trades,TU709,Engineering (General Entry),370,,,,370,,487,7,Technological University Dublin,,,
Engineering and engineering trades,TU710,Engineering Reliability Management,244,,,,244,,305,7,Technological University Dublin,,,
Engineering and engineering trades,TU711,Mechatronic Engineering,223,,,,223,,372,7,Technological University Dublin,,,
Engineering and engineering trades,TU712,Sustainable Energy and Environmental Engineering,180,,180,,180,,332,7,Technological University Dublin,,avp,
Engineering and engineering trades,TU713,Computer Engineering,221,,,,221,,322,7,Technological University Dublin,,,
Engineering and engineering trades,TU714,Electronics and Communications Engineering,264,,,,264,,392,7,Technological University Dublin,,,
Engineering and engineering trades,TU715,Engineering Software,181,,181,,181,,391,7,Technological University Dublin,,avp,
Engineering and engineering trades,TU716,Networking Technology,241,,,,241,,386,7,Technological University Dublin,,,
Engineering and engineering trades,TU717,Mechanical Engineering,300,,,,300,,367,7,Technological University Dublin,,,
Engineering and engineering trades,TU718,Mechanical Engineering,198,,198,,198,,338,7,Technological University Dublin,,avp,
Manufacturing and processing,TU719,"Design,Technology and Innovation",228,,,,228,,363,7,Technological University Dublin,,,
Engineering and engineering trades,TU720,Automotive Management and Technology,232,,,,232,,338,7,Technological University Dublin,,,
Engineering and engineering trades,TU721,Aviation Technology,350,,,,352,,434,7,Technological University Dublin,,,
Manufacturing and processing,TU722,Process Instrumentation and Automation Learn and Work,292,,292,,401,,499,7,Technological University Dublin,#,avp,v
Business and administration,TU731,"Auctioneering, Valuation and Estate Agency",290,,,,290,,372,7,Technological University Dublin,,,
Manufacturing and processing,TU732,Timber Product Technology,253,,198,,198,,372,7,Technological University Dublin,,avp,
Personal services,TU735,Sports Management and Coaching,270,,,,270,,347,7,Technological University Dublin,,,
Biological and related sciences,TU736,Sports Science and Health,410,,391,,391,,455,7,Technological University Dublin,,,
Personal services,TU741,Baking and Pastry Arts Management,234,,,,238,,412,7,Technological University Dublin,,,
Personal services,TU742,Culinary Arts,155,,155,,155,,319,7,Technological University Dublin,,avp,
Personal services,TU745,Hospitality Management,245,,,,245,,357,7,Technological University Dublin,,,
Personal services,TU746,International Hospitality and Tourism Management,170,,170,,170,,313,7,Technological University Dublin,,avp,
Personal services,TU747,Tourism Management,242,,,,242,,369,7,Technological University Dublin,,,
Biological and related sciences,TU751,Biosciences,407,,,,407,,509,7,Technological University Dublin,,,
Biological and related sciences,TU752,DNA and Forensic Analysis,390,,,,390,,465,7,Technological University Dublin,,,
Physical sciences,TU754,Industrial and Environmental Physics,270,,,,270,,487,7,Technological University Dublin,,,
Physical sciences,TU755,Science (General Entry),361,,,,361,,498,7,Technological University Dublin,,,
Information and Communication Technologies (ICTs),TU756,Computing,200,,195,,195,,357,7,Technological University Dublin,,avp,
Information and Communication Technologies (ICTs),TU757,Computing (Information Technology),225,,,,225,,352,7,Technological University Dublin,,,
Information and Communication Technologies (ICTs),TU758,Digital Forensics and Cyber Security,220,,,,220,,337,7,Technological University Dublin,,,
Information and Communication Technologies (ICTs),TU759,Information Technology Management,211,,,,211,,330,7,Technological University Dublin,,,
Biological and related sciences,TU760,Bioanalysis,204,,204,,204,,327,7,Technological University Dublin,,avp,
Health,TU761,Ophthalmic Dispensing,302,,,,319,,434,7,Technological University Dublin,,,
Physical sciences,TU762,Medicinal Chemistry and Pharmaceutical Sciences,364,,,,364,,510,7,Technological University Dublin,,,
Biological and related sciences,TU763,Pharmaceutical Science,382,,349,,349,,429,7,Technological University Dublin,,,
Business and administration,TU771,Business,224,,,,224,,392,7,Technological University Dublin,,,
Business and administration,TU772,Business (Common Entry with Award options),AQA,,227,,AQA,,317,7,Technological University Dublin,,avp,
Business and administration,TU774,Management,195,,209,,195,,327,7,Technological University Dublin,,avp,
Business and administration,TU775,Accounting and Finance,260,,,,260,,465,7,Technological University Dublin,,,
Business and administration,TU776,Accounting and Finance,182,,175,,175,,337,7,Technological University Dublin,,avp,
Business and administration,TU777,Business and Information Technology,244,,,,244,,352,7,Technological University Dublin,,,
Business and administration,TU778,International Business,224,,,,226,,423,7,Technological University Dublin,,,
Business and administration,TU779,International Business,180,,180,,180,,368,7,Technological University Dublin,,avp,
Business and administration,TU780,Advertising and Marketing Communications,179,,179,,179,,366,7,Technological University Dublin,,avp,
Business and administration,TU781,Digital Marketing,220,,,,220,,326,7,Technological University Dublin,,,
Business and administration,TU782,Digital Marketing,179,,179,,179,,287,7,Technological University Dublin,,avp,
Business and administration,TU783,Marketing,189,,189,,189,,360,7,Technological University Dublin,,avp,
Welfare,TU791,Applied Social Studies in Social Care,320,,,,320,,378,7,Technological University Dublin,,,
Social and behavioural sciences,TU792,Community and Youth Development,101,,250,,101,,288,7,Technological University Dublin,,avp,
Welfare,TU793,Early Childhood Care and Education,220,,,,220,,386,7,Technological University Dublin,,,
Welfare,TU794,Early Childhood Care and Education,390,,250,,230,,376,7,Technological University Dublin,,,
Arts,TU795,Visual Merchandising and Display,481,,,,481,,763,7,Technological University Dublin,#,,
Arts,TU796,Creative Digital Media,225,,,,225,,383,7,Technological University Dublin,,,
Engineering and engineering trades,TU801,Biomedical Design,235,,,,235,,381,8,Technological University Dublin,,avp,
Engineering and engineering trades,TU802,Electrical Services and Energy Management,317,,300,,300,,352,8,Technological University Dublin,,,
Engineering and engineering trades,TU803,Electronic Engineering,243,,243,,243,,337,8,Technological University Dublin,,avp,
Engineering and engineering trades,TU804,Engineering (Common Entry with Award options),271,,,,271,,338,8,Technological University Dublin,,,
Engineering and engineering trades,TU805,Engineering (General Entry),402,,,,402,,466,8,Technological University Dublin,,,
Engineering and engineering trades,TU806,Sustainable Energy Engineering,262,,,,262,,318,8,Technological University Dublin,,avp,
Engineering and engineering trades,TU807,Computer Engineering in Mobile Systems,276,,,,276,,305,8,Technological University Dublin,,,
Engineering and engineering trades,TU808,Engineering Software,260,,260,,260,,339,8,Technological University Dublin,,avp,
Engineering and engineering trades,TU809,Mechanical Engineering,235,,,,235,,347,8,Technological University Dublin,,avp,
Engineering and engineering trades,TU810,Mechatronic Engineering,270,,,,271,,312,8,Technological University Dublin,,,
Arts,TU811,Product Design,411,,,,411,,444,8,Technological University Dublin,,,
Manufacturing and processing,TU812,"Design,Technology and Innovation",270,,,,270,,350,8,Technological University Dublin,,,
Engineering and engineering trades,TU813,Automation Engineering,218,,218,,218,,339,8,Technological University Dublin,,avp,
Transport services,TU814,Transport Operations and Technology,285,,251,,251,,372,8,Technological University Dublin,,avp,
Architecture and construction,TU831,Architectural Technology,410,,,,410,,444,8,Technological University Dublin,,,
Architecture and construction,TU832,Architecture (Suitability Test and Interview),622,,,,622,,658,8,Technological University Dublin,#,,
Architecture and construction,TU833,Construction Management,367,,,,367,,404,8,Technological University Dublin,,,
Architecture and construction,TU834,Geographic Science,288,,,,288,,357,8,Technological University Dublin,,,
Architecture and construction,TU835,Planning and Environmental Management,313,,,,313,,349,8,Technological University Dublin,,,
Architecture and construction,TU836,Property Economics (Valuation Surveying),401,,,,401,,433,8,Technological University Dublin,,,
Architecture and construction,TU837,Quantity Surveying and Construction Economics,385,,,,385,,418,8,Technological University Dublin,,,
Environment,TU851,Analytical Chemistry (Environmental Forensic and Pharmaceutical),349,,,,349,,419,8,Technological University Dublin,,,
Physical sciences,TU852,Chemical Sciences with Medicinal Chemistry,476,,,,476,,498,8,Technological University Dublin,,,
Biological and related sciences,TU854,Science (General Entry),476,,,,476,,495,8,Technological University Dublin,,,
Physical sciences,TU855,Science with Nanotechnology,331,,319,,319,,368,8,Technological University Dublin,,,
Information and Communication Technologies (ICTs),TU856,Computer Science,476,,,,476,,487,8,Technological University Dublin,,,
Information and Communication Technologies (ICTs),TU857,Computer Science (Infrastructure),391,,,,391,,419,8,Technological University Dublin,,,
Information and Communication Technologies (ICTs),TU858,Computer Science (International),377,,,,377,,424,8,Technological University Dublin,,,
Information and Communication Technologies (ICTs),TU859,Computing,217,,234,,217,,308,8,Technological University Dublin,,avp,
Information and Communication Technologies (ICTs),TU860,Computing (Information Technology),260,,,,260,,329,8,Technological University Dublin,,,
Information and Communication Technologies (ICTs),TU861,Computing with Language (French/German/Spanish),308,,308,,308,,348,8,Technological University Dublin,,avp,
Information and Communication Technologies (ICTs),TU862,Computing with Data Analytics,226,,226,,226,,288,8,Technological University Dublin,,avp,
Information and Communication Technologies (ICTs),TU863,Digital Forensics and Cyber Security,280,,,,280,,338,8,Technological University Dublin,,,
Biological and related sciences,TU864,DNA and Forensic Analysis,400,,390,,390,,429,8,Technological University Dublin,,,
Information and Communication Technologies (ICTs),TU865,Computing with IT Management,226,,,,226,,331,8,Technological University Dublin,,,
Health,TU866,Biomedical and Molecular Diagnostics,487,,,,487,,498,8,Technological University Dublin,,,
Health,TU867,Biomedical Science,524,,,,524,,542,8,Technological University Dublin,,,
Health,TU868,Clinical Measurement Science,510,,,,510,,520,8,Technological University Dublin,,,
Hygiene and occupational health services,TU869,Environmental Health,336,,,,336,,375,8,Technological University Dublin,,,
Health,TU870,Human Nutrition and Dietetics,578,,,,578,,589,8,Technological University Dublin,,,
Health,TU871,Optometry,509,,,,509,,530,8,Technological University Dublin,,,
Biological and related sciences,TU872,Public Health Nutrition,491,,,,491,,512,8,Technological University Dublin,,,
Mathematics and statistics,TU873,Industrial Mathematics,250,,250,,250,,392,8,Technological University Dublin,,avp,
Mathematics and statistics,TU874,Mathematical Sciences,341,,,,343,,407,8,Technological University Dublin,,,
Biological and related sciences,TU875,Pharmaceutical Healthcare,400,,,,400,,440,8,Technological University Dublin,,,
Biological and related sciences,TU876,Pharmaceutical Science,377,,349,,349,,391,8,Technological University Dublin,,,
Physical sciences,TU877,Physics Technology,308,,,,308,,373,8,Technological University Dublin,,,
Physical sciences,TU878,Physics with Energy and Environment,337,,337,,331,,444,8,Technological University Dublin,,avp,
Health,TU879,Physics with Medical Physics and Bioengineering,351,,,,351,,403,8,Technological University Dublin,,,
Physical sciences,TU880,Physics with Data Science,578,,,,,,,8,Technological University Dublin,,,
Manufacturing and processing,TU881,Food Innovation,318,,,,318,,389,8,Technological University Dublin,,,
Biological and related sciences,TU882,Nutraceuticals in Health and Nutrition,397,,,,397,,442,8,Technological University Dublin,,,
Business and administration,TU901,Business,270,,,,270,,307,8,Technological University Dublin,,,
Business and administration,TU902,Business (Common Entry with Award options),271,,,,271,,359,8,Technological University Dublin,,,
Business and administration,TU903,Business and Management,463,,,,463,,485,8,Technological University Dublin,,,
Business and administration,TU904,Business and Law,462,,,,462,,487,8,Technological University Dublin,,,
Social and behavioural sciences,TU905,Economics and Finance,465,,,,465,,488,8,Technological University Dublin,,,
Business and administration,TU906,Human Resource Management,395,,,,395,,414,8,Technological University Dublin,,,
Business and administration,TU907,Logistics and Supply Chain Management,300,,,,300,,387,8,Technological University Dublin,,,
Business and administration,TU908,Management,262,,253,,253,,337,8,Technological University Dublin,,avp,
Business and administration,TU909,Accounting and Finance,285,,,,285,,326,8,Technological University Dublin,,,
Business and administration,TU910,Accounting and Finance,444,,,,444,,466,8,Technological University Dublin,,,
Business and administration,TU911,Accounting and Finance,209,,192,,192,,319,8,Technological University Dublin,,avp,
Information and Communication Technologies (ICTs),TU912,Business Analytics,330,,,,330,,366,8,Technological University Dublin,,,
Business and administration,TU913,Business and Information Technology,252,,,,252,,299,8,Technological University Dublin,,,
Information and Communication Technologies (ICTs),TU914,Business Computing,324,,,,324,,366,8,Technological University Dublin,,,
Business and administration,TU915,International Business,252,,,,252,,302,8,Technological University Dublin,,,
Business and administration,TU916,International Business,235,,235,,235,,337,8,Technological University Dublin,,avp,
Law,TU917,Law (LLB ) with a Language,342,,,,342,,433,8,Technological University Dublin,,,
Law,TU918,Law (LLB),451,,,,451,,478,8,Technological University Dublin,,,
Business and administration,TU919,Advertising and Marketing Communications,228,,226,,226,,311,8,Technological University Dublin,,avp,
Business and administration,TU920,Digital Marketing,270,,,,270,,318,8,Technological University Dublin,,,
Business and administration,TU921,Digital Marketing Technologies,212,,212,,234,,300,8,Technological University Dublin,,avp,v
Business and administration,TU922,Marketing,418,,,,418,,443,8,Technological University Dublin,,,
Business and administration,TU923,Marketing Management,228,,276,,228,,318,8,Technological University Dublin,,avp,
Business and administration,TU924,E-Commerce in Retailing,307,,,,307,,380,8,Technological University Dublin,,,
Business and administration,TU925,Retail and Services Management,301,,,,301,,362,8,Technological University Dublin,,,
Personal services,TU935,Sports Management and Coaching,300,,,,300,,347,8,Technological University Dublin,,,
Biological and related sciences,TU936,Sports Science and Health,410,,391,,391,,419,8,Technological University Dublin,,,
Personal services,TU941,Botanical Cuisine,249,,,,249,,257,8,Technological University Dublin,,avp,
Personal services,TU942,Culinary Arts,212,,212,,212,,340,8,Technological University Dublin,,avp,
Personal services,TU943,Culinary Entrepreneurship,278,,,,279,,357,8,Technological University Dublin,,,
Personal services,TU944,Culinary Science,316,,,,316,,379,8,Technological University Dublin,,,
Personal services,TU951,International Hospitality and Tourism Management,184,,184,,200,,298,8,Technological University Dublin,,avp,v
Personal services,TU952,International Hospitality Management,300,,,,306,,368,8,Technological University Dublin,,,
Personal services,TU953,Tourism and Digital Marketing,290,,,,290,,359,8,Technological University Dublin,,,
Personal services,TU954,Event Management,356,,,,356,,404,8,Technological University Dublin,,,
Personal services,TU955,Sports & Leisure Management,217,,317,,217,,347,8,Technological University Dublin,,avp,
Arts,TU961,Commercial Modern Music,608,,608,,608,,848,8,Technological University Dublin,#,avp,
Arts,TU962,Drama (Performance),379,,,,379,,500,8,Technological University Dublin,#,,
Arts,TU963,Music,416,,,,416,,535,8,Technological University Dublin,#,,
Business and administration,TU965,International Business and Languages,356,,346,,346,,413,8,Technological University Dublin,,,
Languages,TU966,Languages and English Studies,366,,,,434,,466,8,Technological University Dublin,,avp,v
Arts,TU967,Languages and International Tourism,308,,,,326,,388,8,Technological University Dublin,,,
Arts,TU971,Contemporary Visual Culture,290,,,,290,,320,8,Technological University Dublin,,,
Arts,TU972,Creative and Cultural Industries,281,,,,281,,369,8,Technological University Dublin,,,
Arts,TU973,Design - Visual Communication,717,,,,717,,865,8,Technological University Dublin,#,,
Arts,TU974,Fine Art,709,,563,,563,,826,8,Technological University Dublin,#,,
